CO_UNIDADE,CO_CNES,NO_FANTASIA,NO_RAZAO_SOCIAL,CATEGORIA_UNIDADE,DS_TIPO_ESTABELECIMENTO,ENDERECO,NO_BAIRRO,CO_CEP,NO_MUNICIPIO,CO_MUNICIPIO_GESTOR,NU_TELEFONE,NO_EMAIL,LAT,LON,CO_NATUREZA_JUR,TP_GESTAO,CO_TIPO_ESTABELECIMENTO,"TO_CHAR(DT_ATUALIZACAO,'DD/MM/YYYY')"
3304552981289,2981289,DRA AMANDA BUCHMANN,DRA AMANDA BUCHMANN LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"HADDOCK LOBO, 00210, SAL 0405, TIJUCA - CEP 20260142",TIJUCA,20260142,RIO DE JANEIRO,330455,21 31499779,AMANDA.BUCHMANN@HOTMAIL.COM,-22.9184078,-43.2156668,2062,M,001,27/02/2026
3304559831703,9831703,DRA CAMILLA ARAUJO ODONTOLOGIA INFANTIL E ADULTO,DRA CAMILLA ARAUJO ODONTOLOGIA INFANTIL E ADULTO LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"AV DAS AMERICAS, 500, BLOCO 9 LOJA 126, BARRA DA TIJUCA - CEP 22640100",BARRA DA TIJUCA,22640100,RIO DE JANEIRO,330455,(21) 3627-8000,administrativo@liraabrantes.com.br,-22.876652,-43.227895,2062,M,001,09/03/2026
3304559745882,9745882,DRA CRISTINE MARIA S QUINTAS CLINICA DE COLOPROCTOLOGIA,DRA CRISTINE MARIA S QUINTAS CLINICA DE COLOPROCTOLOGIA LTD,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"DAS AMERICAS, 18000, SALA 320C, RECREIO DOS BANDEIRA - CEP 22790704",RECREIO DOS BANDEIRA,22790704,RIO DE JANEIRO,330455,21 35564450,contato@contabilmonteiro.com,-23.01849,-43.48722,2062,M,001,29/09/2025
3304554952049,4952049,ECHOAR ESPACO DE CONEXAO HOLISTICA AMOR REGENTE,ECHOAR ESPACO DE CONEXAO HOLISTICA AMOR REGENTE LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA SILVA RAMOS, 119, TIJUCA - CEP 20270330",TIJUCA,20270330,RIO DE JANEIRO,330455,21997733545,fisioadrianabravo@gmail.com,-22.917492,-43.219855,2062,M,001,27/12/2024
3304554563271,4563271,EDILAINE BRITO FISIOTERAPIA,EDILAINE BRITO FISIOTERAPIA LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"DAS AMERICAS, 04200, BLC 8 SAL 212, BARRA DA TIJUCA - CEP 22640102",BARRA DA TIJUCA,22640102,RIO DE JANEIRO,330455,21 31503264,NCA@NCACONSULTORES.COM.BR,-22.9966276,-43.353171,2240,M,001,27/02/2026
3304550822809,0822809,ENDO CARE CLINICA MEDICA,ENDO CARE CLINICA MEDICA LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"DAS AMERICAS, 00700, BLC 6 SAL 343, BARRA DA TIJUCA - CEP 22640100",BARRA DA TIJUCA,22640100,RIO DE JANEIRO,330455,21 96371937,medicaredistrbuidora@gmail.com,-23.004915340161457,-43.32031488418579,2062,M,001,12/07/2024
3304550758140,0758140,ENDODIAGNOSTIC,KNAAN SERVICOS MEDICOS LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"NOSSA SENHORA DE COPACABANA, 1052, SALA 901, COPACABANA - CEP 22060002",COPACABANA,22060002,RIO DE JANEIRO,330455,21 25071522,FISCAL@INFORMECONTABEIS.COM.BR,-22.965980167474093,-43.184101581573486,2240,M,001,24/11/2023
3304554224396,4224396,ENIO LUIZ DA FRANCA COSTA BARRA DA TIJUCA,ENIO LUIZ DA FRANCA COSTA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"AVENIDA ARMANDO LOMBARDI, 1000, BL 02 SLS 103 E 104, BARRA DA TIJUCA - CEP 22270902",BARRA DA TIJUCA,22270902,RIO DE JANEIRO,330455,2125376404,ENIOFRANCA31@GMAIL.COM,-23.005730073546466,-43.31414312124252,4000,M,001,22/06/2023
3304554183371,4183371,ENTRELACOS,ESPACO TERAPEUTICO ENTRELACOS LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"AVENIDA DOM HELDER CAMARA, 5555, SALA 1201, TODOS OS SANTOS - CEP 20770145",TODOS OS SANTOS,20770145,RIO DE JANEIRO,330455,21973745338,mfcontabil1@yahoo.com,-22.89483675697736,-43.298492431640625,2062,M,001,15/05/2023
3304554548442,4548442,EQUITAR CENTRO BRASILEIRO DE ESTUDO DESENVOLVIMENTO E PESQU,EQUITAR CENTRO BRASILEIRO DE ESTUDO DESENVOLVIMENTO E PESQU,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"PRACA SANTOS DUMONT, 31, SN HIPODROMO DA GAVE, GAVEA - CEP 22470060",GAVEA,22470060,RIO DE JANEIRO,330455,(21) 39058933,,-22.973535310278418,-43.223154091317134,2240,M,001,26/03/2024
3304556953808,6953808,ESPACO CRIANCA,ESPACO CRIANCA PEDIATRIA LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"AV LUIS CARLOS PRESTES, 00410, SAL 118, BARRA DA TIJUCA - CEP 22775055",BARRA DA TIJUCA,22775055,RIO DE JANEIRO,330455,21 22203999,espacocrianca2025@gmail.com,-22.62830154975257,-43.208616971969604,2240,M,001,27/11/2025
3304554810562,4810562,ESPACO VISIE,ESPACO VISIE TERAPIA VISUAL LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA CONDE DE BONFIM, 211, SALA 801, TIJUCA - CEP 20520050",TIJUCA,20520050,RIO DE JANEIRO,330455,21991492045,contabil.estevesh@gmail.com,-22.9243104,-43.2308048,2062,M,001,29/08/2024
3304557947070,7947070,EVELLIN ANTUNES DA SILVA,EVELLIN ANTUNES DA SILVA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA ALMIRANTE TAMANDARE, 66, SALA 511, FLAMENGO - CEP 22210060",FLAMENGO,22210060,RIO DE JANEIRO,330455,21969475999,evellinantunes@outlook.com,-22.9497,-43.1775,4000,M,001,23/10/2025
3304559659900,9659900,EXATA RADIOLOGIA ODONTOLOGICA,CLINICA DE RADIOLOGIA ODONTOLOGICA BARBIRATO LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"CONDE DE BONFIM, 369, SALA 711 E 712, TIJUCA - CEP 20520051",TIJUCA,20520051,RIO DE JANEIRO,330455,21 24243118,,-22.9272975,-43.235777,2240,M,001,27/11/2025
3304554041968,4041968,F C SILVA ODONTOLOGIA,F C SILVA ODONTOLOGIA LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA DIAS DA CRUZ, 163, SALA 606, MEIER - CEP 20720010",MEIER,20720010,RIO DE JANEIRO,330455,2122695411,fairuse@globomail.com,-22.901892,-43.2798845,2062,M,001,09/03/2026
3304554748891,4748891,FB ODONTOLOGIA,FB ODONTOLOGIA E ESTETICA LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"AV AYRTON SENNA, 2600, BL 5 A SALA 229, BARRA DA TIJUCA - CEP 22775003",BARRA DA TIJUCA,22775003,RIO DE JANEIRO,330455,21964821539,FBODONTOLOGIA@YAHOO.COM,-22.98815,-43.36386,2062,M,001,22/07/2024
3304554847849,4847849,FELIPE ROCHA NUTRICIONISTA,FELIPE ROCHA NUTRICAO LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"DO SAPE, 01098, F AP 301, ROCHA MIRANDA - CEP 21550010",ROCHA MIRANDA,21550010,RIO DE JANEIRO,330455,21 99885112,NUTRICIONISTAFELIPEROCHA@GMAIL.COM,-22.67876652,-43.5627875,2062,M,001,01/04/2026
3304550516384,0516384,FERNANDA ANDRE,FERNANDA ANDRE SERVICOS MEDICOS EM ENDOCRINOLOGIA PEDIATRICA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"AV VICE PRESIDENTE JOSE ALENCAR, 1500, BL 2 APTO 611, JACAREPAGUA - CEP 22775033",JACAREPAGUA,22775033,RIO DE JANEIRO,330455,,deptofiscal@qualycont.com.br,-22.965301,-43.3830719,2240,M,001,09/03/2026
3304554499557,4499557,FERNANDA LACERDA PSICOLOGIA,FERNANDA LACERDA PSICOLOGIA LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA CONDE DE BONFIM, 112, SALA 702, TIJUCA - CEP 20520053",TIJUCA,20520053,RIO DE JANEIRO,330455,21 2565-5505,contabil@akaicon.com.br,-22.932152183626233,-43.240535259246826,2062,M,001,27/02/2024
3304555042631,5042631,FERNANDA PAIVA FISIOTERAPIA EM OBSTETRICIA,FERNANDA PAIVA FISIOTERAPIA LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"EST DA GAVEA, 640, SALA 202, SAO CONRADO - CEP 22610002",SAO CONRADO,22610002,RIO DE JANEIRO,330455,21971856830,fernandapaivafisio@gmail.com,-22.99142461553215,-43.25343132019043,2062,M,001,18/02/2025
3304554640861,4640861,FERNANDO MATTOS E FILHO SERVICOS MEDICOS,FERNANDO MATTOS E FILHO SERVICOS MEDICOS,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"AV DAS AMERICAS, 4200, BL 8 SALA 209 B, BARRA DA TIJUCA - CEP 22640102",BARRA DA TIJUCA,22640102,RIO DE JANEIRO,330455,21 25246992,consultoriofhmattos@gmail.com,-22.99918,-43.35334,2232,M,001,15/05/2024
3304557854439,7854439,FIEL LAB ANALISES CLINICAS,FIEL LAB ANALISES CLINICAS LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"BRAZ DE PINA, 1269, A, VILA DA PENHA - CEP 21210674",VILA DA PENHA,21210674,RIO DE JANEIRO,330455,21 31714991,belacap@belacap.com.br,-22.841059198386507,-43.31977844238281,2062,M,001,03/10/2025
3304557674651,7674651,FIQUENE SERVICOS MEDICOS,FIQUENE SERVICOS MEDICOS LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"R VISCONDE DE OURO PRETO, 00005, SAL 501, BOTAFOGO - CEP 22250180",BOTAFOGO,22250180,RIO DE JANEIRO,330455,21 99936-1573,clientes@escritax.com.br,-22.946141997016152,-43.183395189934146,2062,M,001,23/10/2025
3304554713710,4713710,FISIO REHAB FISIOTERAPIA E REABILITACAO,FISIO REHAB FISIOTERAPIA E REABILITACAO LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA SALINOPOLIS, 381, TAQUARA - CEP 22720001",TAQUARA,22720001,RIO DE JANEIRO,330455,2134494064,departamento@fisiorehab.com.br,-22.9157575,-43.3900348,2062,M,001,01/07/2024
3304556547990,6547990,FISIOTERAPIA E REEQUILIBRIO CORPORAL,FISIOTERAPIA E REEQUILIBRIO CORPORAL LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"ENGENHEIRO ENALDO CRAVO PEIXOTO, 00105, SAL 0410, TIJUCA - CEP 20540106",TIJUCA,20540106,RIO DE JANEIRO,330455,21 981554072,ARTICULARE2010@HOTMAIL.COM,-22.21216,-43.231,2240,M,001,13/01/2026
3304550849022,0849022,FN SERVICOS MEDICOS,MARIA PILAR COUTO ARGIBAY SERVICOS MEDICOS LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"AVENIDA DOM HELDER CAMARA, 5555, SALA 801, TODOS OS SANTOS - CEP 20770145",TODOS OS SANTOS,20770145,RIO DE JANEIRO,330455,21 2591-9075,pilar-argibay@hotmail.com,-22.8875298,-43.2859005,2240,M,001,01/08/2025
3304555237483,5237483,FONOAUDIOLOGA BEATRIZ CUNHA,FONOAUDIOLOGA BEATRIZ CUNHA LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA ELIZA DE ALBUQUERQUE, 314, CASA 20, TODOS OS SANTOS - CEP 20770290",TODOS OS SANTOS,20770290,RIO DE JANEIRO,330455,21 99747790,atendimento@sccoimbra.com.br,-22.8952932,-43.2853619,2240,M,001,26/02/2025
3304559032703,9032703,FONOCETIN,FONOCETIN SERVICOS DE FONOAUDIOLOGIA LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"AVENIDA DAS AMERICAS, 2901, SALA 215, BARRA DA TIJUCA - CEP 22631002",BARRA DA TIJUCA,22631002,RIO DE JANEIRO,330455,,cetin@cetin.com.br,-22.826944,-43.336944,2240,M,001,21/01/2022
3304554559576,4559576,FULLCARE CENTRO DE SAUDE E PERFORMANCE,FC SAUDE E PERFORMANCE LTDA,UBS / Atencao basica,AMBULATORIO,"AV MARECHAL HENRIQUE LOTT, 00333, BLC II SALA 308, BARRA DA TIJUCA - CEP 22631370",BARRA DA TIJUCA,22631370,RIO DE JANEIRO,330455,,,-23.001451,-43.3481247,2062,M,016,09/03/2026
3304559098054,9098054,GABRIELA M MENDES SILVA D ALMEIDA,GABRIELA MARIA MENDES SILVA D ALMEIDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA DIAS DA CRUZ, 215, SL 207, MEIER - CEP 22720010",MEIER,22720010,RIO DE JANEIRO,330455,21 999663862,gmmsda@hotmail.com,-22.904266,-43.285822,4000,M,001,28/01/2026
3304550770159,0770159,GABRIELA MARIA MENDES SILVA D ALMEIDA,GABRIELA MARIA MENDES SILVA D ALMEIDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"BOURLERVARD VINTE E OITO DE SETEMBRO, 389, SL 319, VILA ISABEL - CEP 20551185",VILA ISABEL,20551185,RIO DE JANEIRO,330455,21999663862,gmmsda@hotmail.com,-22.916487,-43.248108,4000,M,001,28/01/2026
3304559435824,9435824,GEORGINA MARIA RICHARD FERREIRA CESQUISE,GEORGINA MARIA RICHARD FERREIRA CESQUISE,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"AVN DAS AMERICAS, 2901, SAL 405, BARRA DA TIJUCA - CEP 22631002",BARRA DA TIJUCA,22631002,RIO DE JANEIRO,330455,21995727228,georginacerquise@terra.com.br,-23.001,-43.33728,4000,M,001,03/10/2025
3304550926248,0926248,GERDE SERVICOS,GERDE SERVICOS MEDICOS LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"VISCONDE DE PIRAJA, 550, SALA 1204, IPANEMA - CEP 22410002",IPANEMA,22410002,RIO DE JANEIRO,330455,,deptofiscal@qualycont.com.br,-22.9835461,-43.216789633,2240,M,001,10/03/2026
3304555375355,5375355,GYSELE SCHOR PSICOLOGIA,GYSELE SCHOR PSICOLOGIA LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"AV DAS AMERICAS, 3120, BLC 5 LOJ 206, BARRA DA TIJUCA - CEP 22640102",BARRA DA TIJUCA,22640102,RIO DE JANEIRO,330455,(21) 999955468,gyseleschor@gmail.com,-22.99940585,-43.343838524400816,2240,M,001,14/03/2025
3304554983513,4983513,HAPPY TOOTH CONSULTORIO DA FAMILIA,HAPPY TOOTH ODONTOLOGIA LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"AV EVANDRO LINS E SILVA, 840, SAL 1008, BARRA DA TIJUCA - CEP 22631470",BARRA DA TIJUCA,22631470,RIO DE JANEIRO,330455,(21)8367-9592,administrativo@liraabrantes.com.br,-22.876652,-43.227865,2062,M,001,06/03/2026
3304554057074,4057074,HEMATO,HEMATO PRESTACAO DE SERVICOS MEDICOS LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA SOROCABA, 706, BOTAFOGO - CEP 22271110",BOTAFOGO,22271110,RIO DE JANEIRO,330455,21 21031500,sergiooliveiraverj@gmail.com,-22.9514755,-43.1905179,2240,M,001,09/03/2026
3304555942187,5942187,HUMANA CLINICA DE ATENDIMENTO EM PSICOSSOMATICA,HUMANA CLINICA DE ATENDIMENTO EM PSICOSSOMATICA LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"AVENIDA NOSSA SENHORA DE COPACABANA, 647, SALA 710, COPACABANA - CEP 22250060",COPACABANA,22250060,RIO DE JANEIRO,330455,25246776,AC.ECAC.RJ@GMAIL.COM,-22.9707688,-43.1870913,2240,M,001,24/09/2025
3304554945433,4945433,IBDAP,INSTITUTO BRASILEIRO DE DESENVOLVIMENTO DA ADMINISTRACAO PUB,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"AVENIDA DAS AMERICAS, 15700, SALA 208 209 210 211, RECREIO DOS BANDEIRA - CEP 22790704",RECREIO DOS BANDEIRA,22790704,RIO DE JANEIRO,330455,21966719237,gerencia.administrativa@ibdap.org.br,-23.01317,-43.4646,3999,M,001,16/01/2026
3304556914039,6914039,ICGO BARRA,CENTRO DE SAUDE CARVALHO DANTAS LTDA,UBS / Atencao basica,AMBULATORIO,"AVENIDA DAS AMERICAS, 2300, SAL 122 123, BARRA DA TIJUCA - CEP 22640101",BARRA DA TIJUCA,22640101,RIO DE JANEIRO,330455,(21) 3570-4948,regulatorio@cnesolution.com.br,-22.9996384,-43.3408157,2062,M,016,28/01/2026
3304558151628,8151628,INSTITUTO BEKMAN,INSTITUTO BEKMAN LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"ESTRADA DO GALEAO, 826, SALA 210, JARDIM CARIOCA - CEP 21931522",JARDIM CARIOCA,21931522,RIO DE JANEIRO,330455,(49) 98818-6109,drataisrosset@gmail.com,-22.8267209,-43.2373435,2062,M,001,25/02/2026
3304558111650,8111650,INSTITUTO MEFIBOSETE ACOLHIMENTO INCLUSAO,INSTITUTO MEFIBOSETE PARA PESSOAS COM NECESSIDADES ESPECIFIC,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA TENENTE FRANCA, 366, LOJA A, CACHAMBI - CEP 20771445",CACHAMBI,20771445,RIO DE JANEIRO,330455,21995650038,institutomefibosete@gmail.com,-22.900123,-43.240567,3999,M,001,23/01/2026
3304550894419,0894419,INSTITUTO PILON DE REABILITACAO INTEGRATIVA,INSTITUTO PILON DE REABILITACAO INTEGRATIVA LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"REAL GRANDEZA, 00254, 254A E 254B, BOTAFOGO - CEP 22281036",BOTAFOGO,22281036,RIO DE JANEIRO,330455,21 22664461,ALINEPILON@ICLOUD.COM,-22.956468,-43.192121,2062,M,001,20/09/2024
3304555726972,5726972,INTERCLIN,INTERCLIN CLINICA MEDICA LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA SAO JANUARIO, 468, SAO CRISTOVAO - CEP 20921003",SAO CRISTOVAO,20921003,RIO DE JANEIRO,330455,,paulo.cesar@interclinrj.com.br,-22.768,-43.417,2240,M,001,05/01/2026
3304554730208,4730208,ISR INSTITUTO SEVERA ROMANA,INSTITUTO SEVERA ROMANA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA TORRES SOBRINHO, 32, MEIER - CEP 20780050",MEIER,20780050,RIO DE JANEIRO,330455,21994213474,isr.institutoseveraromana@gmail.com,-22.89877,-43.27321,3999,M,001,24/06/2025
3304554895096,4895096,JANIO FERNANDO SAVOLDI,JANIO FERNANDO SAVOLDI,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"AVENIDA DAS AMERICAS, 4200, BLOCO 4 SALA 111, BARRA DA TIJUCA - CEP 22640102",BARRA DA TIJUCA,22640102,RIO DE JANEIRO,330455,2131502960,,-22.52036616,-43.352,4000,M,001,13/01/2026
3304554733738,4733738,JLG MORAES SERVICOS MEDICOS,JLG MORAES SERVICOS MEDICOS LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"R FREI LENADRO, 42, APT 103, LAGOA - CEP 22470210",LAGOA,22470210,RIO DE JANEIRO,330455,2199120687,JLGMORAES@HOTMAIL.COM,-22.9619216,-43.2071041,2062,M,001,09/03/2026
3304550894400,0894400,JORDANA FERNANDES ODONTOLOGIA,JORDANA DA SILVA FERNANDES ODONTOLOGIA LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA CAROLINA MACHADO, 560, SALA 337, MADUREIRA - CEP 21351021",MADUREIRA,21351021,RIO DE JANEIRO,330455,21 - 970765591,J.FERNANDESODONTO@OUTLOOK.COM,-22.87403306557368,-43.34028012883622,2062,M,001,19/06/2024
3304559370277,9370277,JOYCE MARIA AFFONSO DE CASTRO MAZZEI,JOYCE MARIA AFFONSO DE CASTRO MAZZEI,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA SAO FRANCISCO XAVIER, 32, SAL 502, TIJUCA - CEP 20550012",TIJUCA,20550012,RIO DE JANEIRO,330455,,,-22.9161545,-43.2289877,4000,M,001,23/03/2026
3304557590067,7590067,KARINA FERRAIUOLO,KARINA FERRAIUOLO,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"HADOCK LOBO, 210, SALA 520, TIJUCA - CEP 20260142",TIJUCA,20260142,RIO DE JANEIRO,330455,,kfladwig@hotmail.com,-22.9181965,-43.21095,4000,M,001,25/03/2026
3304554984854,4984854,KELLY CAROLINE,KCF SERVICOS MEDICOS LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"R PROFESSOR CASTILHO, 431, SAL 0302, CAMPO GRANDE - CEP 23045060",CAMPO GRANDE,23045060,RIO DE JANEIRO,330455,(21)3627-8000,administrativo@liraabrantes.com.br,-22.876689,-43.227885,2062,M,001,19/03/2026
3304556618014,6618014,KMC SERVICOS MEDICOS,KMC SERVICOS MEDICOS LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"DE JACAREPAGUA, 7187, SALA 309, FREGUESIA JACAREPAG - CEP 22753033",FREGUESIA JACAREPAG,22753033,RIO DE JANEIRO,330455,21 22153255,cnagel@uol.com.br,-22.9512557,-43.338787,2240,M,001,31/10/2023
3304555817323,5817323,LALALIAS TERAPIA FONOAUDIOLOGICA INFANTO JUVENIL,CENTRO INTEGRADO LALALIAS LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA PROFESSOR CLEMENTE FERREIRA, 1774, SALA 403, BANGU - CEP 21810142",BANGU,21810142,RIO DE JANEIRO,330455,21 99494-2766,lalalias.terapiafono@gmail.com,-22.8777408,-43.4599348,2062,M,001,15/08/2025
3304550060844,0060844,LCH SERVICOS DE FONOAUDIOLOGIA,LCH SERVICOS DE FONOAUDIOLOGIA LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA DESEMBARGADOR IZIDRO, 40, SALA 201, TIJUCA - CEP 20521160",TIJUCA,20521160,RIO DE JANEIRO,330455,2199847692,,-22.87876652,-43.4227875,2062,M,001,09/04/2026
3304554252098,4252098,LCS CLINICA MEDICA,LCS CLINICA MEDICA LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA CONDE DE BONFIM, 255, SALA 601, TIJUCA - CEP 20520051",TIJUCA,20520051,RIO DE JANEIRO,330455,,AG7ATENDIMENTO@GMAIL.COM,-22.923436946902815,-43.229827880859375,2240,M,001,14/07/2023
3304554664280,4664280,LEAO SERVICOS MEDICOS,JP LEAO SERVICOS MEDICOS LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA ALBERTO DE CAMPOS, 74, APTO 301, IPANEMA - CEP 22411030",IPANEMA,22411030,RIO DE JANEIRO,330455,6233270514,cadastro@escritorionaves.com,-22.98089,-43.20052,2062,M,001,28/05/2024
3304555786746,5786746,LEVE SAUDE BOTAFOGO,LEVE SAUDE CLINICA MEDICA S A,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA VOLUNTARIOS DA PATRIA, 54, LOJA C, BOTAFOGO - CEP 22270010",BOTAFOGO,22270010,RIO DE JANEIRO,330455,21- 2222222,contabilidade@levesaude.com.br,-22.949849424046192,-43.18380122150149,2054,M,001,19/01/2026
3304558046433,8046433,LEVE SAUDE TAQUARA,LEVE OPERADORA DE PLANOS DE SAUDE S A,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"ESTRADA DO TINDIBA, 2695, LOJA A, TAQUARA - CEP 22730261",TAQUARA,22730261,RIO DE JANEIRO,330455,21 39524800,CONTABILIDADE@LEVESAUDE.COM.BR,-22.919325,-43.375606,2054,M,001,06/04/2026
3304554221710,4221710,LIRIUS ARTE DO CUIDAR,LIRIUS ARTE DO CUIDAR LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"AVENIDA DE SANTA CRUZ, 11664, SENADOR VASCONCELOS - CEP 23013425",SENADOR VASCONCELOS,23013425,RIO DE JANEIRO,330455,,,-22.8787165,-43.4233393,2240,M,001,21/06/2023
3304554574966,4574966,LUCIENE SANTIAGO VIDA TERAPIA E ARTE,CLINICA DE PSICOLOGIA LUCIENE SANTIAGO LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"AVENIDA DAS AMERICAS, 2250, SALA 2018, BARRA DA TIJUCA - CEP 22640101",BARRA DA TIJUCA,22640101,RIO DE JANEIRO,330455,2124874071,FISCAL@INFORMECONTABEIS.COM.BR,-23.0181207,-43.4712599,2062,M,001,09/03/2026
3304554879708,4879708,LUCILA REGINA CAVALLARI,LUCILA REGINA CAVALLARI,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"AVENIDA DAS AMERICAS, 4200, BL 4 SALA 111, BARRA DA TIJUCA - CEP 22640907",BARRA DA TIJUCA,22640907,RIO DE JANEIRO,330455,2131502960,,-22.997110932688123,-43.35239142179489,4000,M,001,27/11/2025
3304554706560,4706560,LUIZ CEZAR DA SILVEIRA DENTISTA,LUIZ CEZAR DA SILVEIRA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"DO MACHADO, 29, SALA 1223, CATETE - CEP 22221020",CATETE,22221020,RIO DE JANEIRO,330455,2125575428,lcezarsilveira@gmail.com,-22.9315012,-43.181351,4000,M,001,26/06/2024
3304559833978,9833978,M M CLINICA,M M CLINICA SERVICOS NEUROLOGICOS,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA VISCONDE DE SILVA, 52, SALA 1004 SALA 1005, BOTAFOGO - CEP 22250040",BOTAFOGO,22250040,RIO DE JANEIRO,330455,2263 4433,marcelo@exemplarcontabilidade.com.br,-22.9569182,-43.1937265,2232,M,001,23/12/2024
3304554361245,4361245,MAC SERVICOS MEDICOS,MAC SERVICOS MEDICOS LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"AVENIDA AFRANIO DE MELO FRANCO, 141, SALA 409, LEBLON - CEP 22430060",LEBLON,22430060,RIO DE JANEIRO,330455,2122626445,mcarvalhomd@yahoo.com.br,-22.9805831,-43.2181785,2240,M,001,20/10/2023
3304554461894,4461894,MAC SERVICOS MEDICOS FILIAL,MAC SERVICOS MEDICOS FILIAL,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"RUA VISCONDE DE PIRAJA, 550, SALA 1111, IPANEMA - CEP 22410901",IPANEMA,22410901,RIO DE JANEIRO,330455,,,-22.9837501,-43.2139359,2240,M,001,17/10/2025
3304555248515,5248515,MADUREIRA CAMIM,CAMIM CENTRO DE IMAGEM,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"ESTRADA DO PORTELA, 282, OSWALDO CRUZ - CEP 21351116",OSWALDO CRUZ,21351116,RIO DE JANEIRO,330455,,,-22.872621222,-43.339037642,2062,M,001,31/03/2026
3304550896195,0896195,MADUREIRA ODONTO,MADUREIRA ODONTO ODONTOLOGIA LTDA,UBS / Atencao basica,UNIDADE BASICA DE SAUDE,"DO PORTELA, 48, SALA 101, MADUREIRA - CEP 21351051",MADUREIRA,21351051,RIO DE JANEIRO,330455,,deptofiscal@qualycont.com.br,-22.90302015,-43.2078123,2062,M,001,09/03/2026
